-10,-10,0.1,1.12153378135347e+70 
-10,-10,2.575,5.86648439477198e+70 
-10,-10,5.05,3.45087317339528e+71 
-10,-10,7.525,1.98770294787568e+72 
-10,-10,10,1.19262176872541e+73 
-10,-7.77777777777778,0.1,8.418249431026e+50 
-10,-7.77777777777778,2.575,4.48973302988053e+51 
-10,-7.77777777777778,5.05,2.39452428260295e+52 
-10,-7.77777777777778,7.525,1.31698835543162e+53 
-10,-7.77777777777778,10,7.18357284780885e+53 
-10,-5.55555555555556,0.1,-1.77471084031952e+31 
-10,-5.55555555555556,2.575,8.11296384146067e+31 
-10,-5.55555555555556,5.05,1.94711132195056e+33 
-10,-5.55555555555556,7.525,-1.36297792536539e+34 
-10,-5.55555555555556,10,-8.04806013072898e+34 
-10,-3.33333333333333,0.1,5772436045824 
-10,-3.33333333333333,2.575,30786325577728 
-10,-3.33333333333333,5.05,167125767421952 
-10,-3.33333333333333,7.525,914793674309632 
-10,-3.33333333333333,10,5066549580791808 
-10,-1.11111111111111,0.1,0 
-10,-1.11111111111111,2.575,0 
-10,-1.11111111111111,5.05,1.9073486328125e-06 
-10,-1.11111111111111,7.525,1.1444091796875e-05 
-10,-1.11111111111111,10,6.103515625e-05 
-10,1.11111111111111,0.1,4.2351647362715e-22 
-10,1.11111111111111,2.575,4.2351647362715e-22 
-10,1.11111111111111,5.05,4.2351647362715e-22 
-10,1.11111111111111,7.525,0 
-10,1.11111111111111,10,8.470329472543e-22 
-10,3.33333333333333,0.1,3.71011144486757e-29 
-10,3.33333333333333,2.575,4.17849760734255e-30 
-10,3.33333333333333,5.05,-2.46519032881566e-32 
-10,3.33333333333333,7.525,-9.86076131526265e-32 
-10,3.33333333333333,10,-9.86076131526265e-32 
-10,5.55555555555556,0.1,3.76254275150987e-35 
-10,5.55555555555556,2.575,1.73086061727405e-35 
-10,5.55555555555556,5.05,7.23329371121771e-36 
-10,5.55555555555556,7.525,2.6597166808537e-36 
-10,5.55555555555556,10,8.12029546043743e-37 
-10,7.77777777777778,0.1,1.06987430389103e-47 
-10,7.77777777777778,2.575,5.53930486166608e-48 
-10,7.77777777777778,5.05,2.73357010724679e-48 
-10,7.77777777777778,7.525,1.2755769578915e-48 
-10,7.77777777777778,10,5.58273728820507e-49 
-10,10,0.1,1.62599766016796e-55 
-10,10,2.575,1.0580487256956e-55 
-10,10,5.05,6.7334581060277e-56 
-10,10,7.525,4.18131397411678e-56 
-10,10,10,2.5266142117335e-56 
-7.77777777777778,-10,0.1,8.418249431026e+50 
-7.77777777777778,-10,2.575,4.48973302988053e+51 
-7.77777777777778,-10,5.05,2.39452428260295e+52 
-7.77777777777778,-10,7.525,1.31698835543162e+53 
-7.77777777777778,-10,10,7.18357284780885e+53 
-7.77777777777778,-7.77777777777778,0.1,-7.06152372760737e+35 
-7.77777777777778,-7.77777777777778,2.575,-3.98768398735475e+36 
-7.77777777777778,-7.77777777777778,5.05,-2.12676479325587e+37 
-7.77777777777778,-7.77777777777778,7.525,-1.38239711561631e+38 
-7.77777777777778,-7.77777777777778,10,-6.3802943797676e+38 
-7.77777777777778,-5.55555555555556,0.1,2.95147905179353e+20 
-7.77777777777778,-5.55555555555556,2.575,5.90295810358706e+20 
-7.77777777777778,-5.55555555555556,5.05,7.08354972430447e+21 
-7.77777777777778,-5.55555555555556,7.525,4.72236648286965e+22 
-7.77777777777778,-5.55555555555556,10,3.77789318629572e+23 
-7.77777777777778,-3.33333333333333,0.1,-262144 
-7.77777777777778,-3.33333333333333,2.575,2621440 
-7.77777777777778,-3.33333333333333,5.05,46137344 
-7.77777777777778,-3.33333333333333,7.525,721420288 
-7.77777777777778,-3.33333333333333,10,-268435456 
-7.77777777777778,-1.11111111111111,0.1,1.86264514923096e-09 
-7.77777777777778,-1.11111111111111,2.575,9.31322574615479e-09 
-7.77777777777778,-1.11111111111111,5.05,4.4703483581543e-08 
-7.77777777777778,-1.11111111111111,7.525,1.78813934326172e-07 
-7.77777777777778,-1.11111111111111,10,1.43051147460938e-06 
-7.77777777777778,1.11111111111111,0.1,1.01643953670516e-20 
-7.77777777777778,1.11111111111111,2.575,3.3881317890172e-21 
-7.77777777777778,1.11111111111111,5.05,-6.7762635780344e-21 
-7.77777777777778,1.11111111111111,7.525,1.35525271560688e-20 
-7.77777777777778,1.11111111111111,10,-1.35525271560688e-20 
-7.77777777777778,3.33333333333333,0.1,8.58280664880461e-28 
-7.77777777777778,3.33333333333333,2.575,2.52435489670724e-28 
-7.77777777777778,3.33333333333333,5.05,2.01948391736579e-28 
-7.77777777777778,3.33333333333333,7.525,3.02922587604869e-28 
-7.77777777777778,3.33333333333333,10,2.01948391736579e-28 
-7.77777777777778,5.55555555555556,0.1,1.74404993526417e-31 
-7.77777777777778,5.55555555555556,2.575,4.97439116612611e-32 
-7.77777777777778,5.55555555555556,5.05,1.06806357111194e-32 
-7.77777777777778,5.55555555555556,5.05,1.06806357111194e-32 
-7.77777777777778,5.55555555555556,7.525,1.26238689323507e-33 
-7.77777777777778,5.55555555555556,10,-8.04978531443102e-35 
-7.77777777777778,7.77777777777778,0.1,9.04325721874478e-37 
-7.77777777777778,7.77777777777778,2.575,4.65895675570724e-37 
-7.77777777777778,7.77777777777778,5.05,2.23783687745503e-37 
-7.77777777777778,7.77777777777778,7.525,9.84198949613852e-38 
-7.77777777777778,7.77777777777778,10,3.85227485607344e-38 
-7.77777777777778,10,0.1,1.06987430389103e-47 
-7.77777777777778,10,2.575,5.53897076607731e-48 
-7.77777777777778,10,5.05,2.73323601165803e-48 
-7.77777777777778,10,7.525,1.27490876671398e-48 
-7.77777777777778,10,10,5.57605537642984e-49 
-5.55555555555556,-10,0.1,-1.77471084031952e+31 
-5.55555555555556,-10,2.575,8.11296384146067e+31 
-5.55555555555556,-10,5.05,1.94711132195056e+33 
-5.55555555555556,-10,7.525,-1.36297792536539e+34 
-5.55555555555556,-10,10,-8.04806013072898e+34 
-5.55555555555556,-7.77777777777778,0.1,2.95147905179353e+20 
-5.55555555555556,-7.77777777777778,2.575,5.90295810358706e+20 
-5.55555555555556,-7.77777777777778,5.05,7.08354972430447e+21 
-5.55555555555556,-7.77777777777778,7.525,4.72236648286965e+22 
-5.55555555555556,-7.77777777777778,10,3.77789318629572e+23 
-5.55555555555556,-5.55555555555556,0.1,-12884901888 
-5.55555555555556,-5.55555555555556,2.575,-51539607552 
-5.55555555555556,-5.55555555555556,5.05,-137438953472 
-5.55555555555556,-5.55555555555556,7.525,-1374389534720 
-5.55555555555556,-5.55555555555556,10,-8796093022208 
-5.55555555555556,-3.33333333333333,0.1,0.375 
-5.55555555555556,-3.33333333333333,2.575,1.5 
-5.55555555555556,-3.33333333333333,5.05,10 
-5.55555555555556,-3.33333333333333,7.525,48 
-5.55555555555556,-3.33333333333333,10,352 
-5.55555555555556,-1.11111111111111,0.1,-3.63797880709171e-12 
-5.55555555555556,-1.11111111111111,2.575,1.45519152283669e-11 
-5.55555555555556,-1.11111111111111,5.05,0 
-5.55555555555556,-1.11111111111111,7.525,4.65661287307739e-10 
-5.55555555555556,-1.11111111111111,10,1.86264514923096e-09 
-5.55555555555556,1.11111111111111,0.1,5.42101086242752e-20 
-5.55555555555556,1.11111111111111,2.575,0 
-5.55555555555556,1.11111111111111,5.05,1.0842021724855e-19 
